"Sequence ID (GISAID EPI-ISL)"	"Authors"	"Originating laboratory"	"Submitting laboratory"
"EPI_ISL_3407889"	"Siddle,K.J., Adams,G., Pearlman,L., Gladden-Young,A., Vicente,G., Blumenstiel,B., DeFelice,M., Lee,M., McGovern,S., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Meldrim,J., Granger,B., Lemieux,J.E., Birren,B.W., Sabeti,P.C., Larkin,K., Dodge,S., Lennon,N., Madoff,L., Brown,C., Gallagher,G., Smole,S., Park,D.J., Gabriel,S., and MacInnis,B.L."	"Broad Institute Clinical Research Sequencing Platform"	"Infectious Disease Program, Broad Institute of Harvard and MIT"
"EPI_ISL_3408347"	"Siddle,K.J., Adams,G., Pearlman,L., Gladden-Young,A., Vicente,G., Blumenstiel,B., DeFelice,M., Lee,M., McGovern,S., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Meldrim,J., Granger,B., Lemieux,J.E., Birren,B.W., Sabeti,P.C., Larkin,K., Dodge,S., Lennon,N., Madoff,L., Brown,C., Gallagher,G., Smole,S., Park,D.J., Gabriel,S., and MacInnis,B.L."	"Broad Institute Clinical Research Sequencing Platform"	"Infectious Disease Program, Broad Institute of Harvard and MIT"
"EPI_ISL_3408928"	"Siddle,K.J., Adams,G., Pearlman,L., Gladden-Young,A., Vicente,G., Blumenstiel,B., DeFelice,M., Lee,M., McGovern,S., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Meldrim,J., Granger,B., Lemieux,J.E., Birren,B.W., Sabeti,P.C., Larkin,K., Dodge,S., Lennon,N., Madoff,L., Brown,C., Gallagher,G., Smole,S., Park,D.J., Gabriel,S., and MacInnis,B.L."	"Broad Institute Clinical Research Sequencing Platform"	"Infectious Disease Program, Broad Institute of Harvard and MIT"
"EPI_ISL_3408963"	"Siddle,K.J., Adams,G., Pearlman,L., Gladden-Young,A., Vicente,G., Blumenstiel,B., DeFelice,M., Lee,M., McGovern,S., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Meldrim,J., Granger,B., Lemieux,J.E., Birren,B.W., Sabeti,P.C., Larkin,K., Dodge,S., Lennon,N., Madoff,L., Brown,C., Gallagher,G., Smole,S., Park,D.J., Gabriel,S., and MacInnis,B.L."	"Broad Institute Clinical Research Sequencing Platform"	"Infectious Disease Program, Broad Institute of Harvard and MIT"
"EPI_ISL_3409037"	"Siddle,K.J., Adams,G., Pearlman,L., Gladden-Young,A., Vicente,G., Blumenstiel,B., DeFelice,M., Lee,M., McGovern,S., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Meldrim,J., Granger,B., Lemieux,J.E., Birren,B.W., Sabeti,P.C., Larkin,K., Dodge,S., Lennon,N., Madoff,L., Brown,C., Gallagher,G., Smole,S., Park,D.J., Gabriel,S., and MacInnis,B.L."	"Broad Institute Clinical Research Sequencing Platform"	"Infectious Disease Program, Broad Institute of Harvard and MIT"
"EPI_ISL_3410970"	"Richard T. Ellison III, Karl J. Simon, Doyle V. Ward"	"UMass Memorial Medical Center"	"Center for Microbiome Research"
"EPI_ISL_3410971"	"Richard T. Ellison III, Karl J. Simon, Doyle V. Ward"	"UMass Memorial Medical Center"	"Center for Microbiome Research"
"EPI_ISL_3411452"	"Pavitra Roychoudhury, Shah Mohamed Bakhash, Ricardo Perez, Maria Lukes, Hong Xie, Tien V. Nguyen, Sean Ellis, Meei-Li Huang, Keith R Jerome, Alexander Greninger"	"UW Virology Lab"	"UW Virology Lab"
"EPI_ISL_3412040"	"John K. Everett, Kyle Rodino, Andrew D. Marques, Shantan Reddy, Aoife M. Roche, Young Hwang, Scott Sherrill-Mix, Samantha A. Whiteside, Jevon Graham-Wooten, Layla A. Khatib, Ayannah S. Fitzgerald, Arupa Ganguly, Mike Feldman, Brendan Kelly, Ronald G. Collman and Frederic Bushan"	"Hospital of the University of Pennsylvania Molecular Pathology Lab"	"Bushman"
"EPI_ISL_3419642"	"UC Davis"	"UC Davis Genome Center and Healthy Davis Together"	"UC Davis Genome Center"
"EPI_ISL_3419646"	"UC Davis"	"UC Davis Genome Center and Healthy Davis Together"	"UC Davis Genome Center"
"EPI_ISL_3419655"	"UC Davis"	"UC Davis Genome Center and Healthy Davis Together"	"UC Davis Genome Center"
"EPI_ISL_3428573"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Matthew Tugwell, Lauren Moon, Clinton R. Paden, Duncan MacCannell"	"Mako Medical"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3428959"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Matthew Tugwell, Lauren Moon, Clinton R. Paden, Duncan MacCannell"	"Mako Medical"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3429976"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430046"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430064"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430068"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430121"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430152"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430292"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430319"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430361"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430397"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430422"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430476"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430499"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430553"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430556"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430623"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Cyndi Clark, Patrick Campbell, Rob Case, Vikramsinha Ghorpade, Holly Houdeshell, Ola Kvalvaag, Dillon Nall, Ethan Sanders, Alec Vest, Shaun Westlund, Matthew Hardison, Clinton R. Paden, Duncan MacCannell"	"Aegis Sciences Corporation"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430720"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Minoo Agarwal, Eyad Almasri, Debbie Boles, Ayla Burns, Nuthawin Charoensri, Oren Cohen, Susan Countryman, Mary Ann Cristobal, Bobbi Croy, Suzanne Dale, Hrushikesh Deshmukh, Amanda Douglas, Vincent Drouillon, Marcia Eisenberg, Howard Engler, Rama Ghatti, Prashant Gupta, Susan Hicks, Jake Humphrey, Lax Iyer, Lisa Pfefferle, Manoj Jain, Matthew Robinson, Mohan Kolli, Brian Krueger, Tim Kuphal, Stanley Letovsky, Michael Levandoski, Craig Lukasik, Jonathan Meltzer, Brian Norvell, Mindy Nye, Scott Parker, Christos Petropoulos, John Pruitt, Steven Ragan, Scott Ryan, Mike Sapeta, Jana Schroth, Suresh Babu Selvaraju, Goran Stevovic, Amanda Suchanek, Andrea Throop, Lyndon Tilson, Thomas Urban, Joe Voshell, Kimberly Wagner, Jonathan Williams, Mary Williamson, Qian Zeng, Tricia Zwiefelhofer, Clinton R. Paden, Duncan MacCannell"	"Laboratory Corporation of America"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430724"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Minoo Agarwal, Eyad Almasri, Debbie Boles, Ayla Burns, Nuthawin Charoensri, Oren Cohen, Susan Countryman, Mary Ann Cristobal, Bobbi Croy, Suzanne Dale, Hrushikesh Deshmukh, Amanda Douglas, Vincent Drouillon, Marcia Eisenberg, Howard Engler, Rama Ghatti, Prashant Gupta, Susan Hicks, Jake Humphrey, Lax Iyer, Lisa Pfefferle, Manoj Jain, Matthew Robinson, Mohan Kolli, Brian Krueger, Tim Kuphal, Stanley Letovsky, Michael Levandoski, Craig Lukasik, Jonathan Meltzer, Brian Norvell, Mindy Nye, Scott Parker, Christos Petropoulos, John Pruitt, Steven Ragan, Scott Ryan, Mike Sapeta, Jana Schroth, Suresh Babu Selvaraju, Goran Stevovic, Amanda Suchanek, Andrea Throop, Lyndon Tilson, Thomas Urban, Joe Voshell, Kimberly Wagner, Jonathan Williams, Mary Williamson, Qian Zeng, Tricia Zwiefelhofer, Clinton R. Paden, Duncan MacCannell"	"Laboratory Corporation of America"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430725"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Minoo Agarwal, Eyad Almasri, Debbie Boles, Ayla Burns, Nuthawin Charoensri, Oren Cohen, Susan Countryman, Mary Ann Cristobal, Bobbi Croy, Suzanne Dale, Hrushikesh Deshmukh, Amanda Douglas, Vincent Drouillon, Marcia Eisenberg, Howard Engler, Rama Ghatti, Prashant Gupta, Susan Hicks, Jake Humphrey, Lax Iyer, Lisa Pfefferle, Manoj Jain, Matthew Robinson, Mohan Kolli, Brian Krueger, Tim Kuphal, Stanley Letovsky, Michael Levandoski, Craig Lukasik, Jonathan Meltzer, Brian Norvell, Mindy Nye, Scott Parker, Christos Petropoulos, John Pruitt, Steven Ragan, Scott Ryan, Mike Sapeta, Jana Schroth, Suresh Babu Selvaraju, Goran Stevovic, Amanda Suchanek, Andrea Throop, Lyndon Tilson, Thomas Urban, Joe Voshell, Kimberly Wagner, Jonathan Williams, Mary Williamson, Qian Zeng, Tricia Zwiefelhofer, Clinton R. Paden, Duncan MacCannell"	"Laboratory Corporation of America"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430726"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Minoo Agarwal, Eyad Almasri, Debbie Boles, Ayla Burns, Nuthawin Charoensri, Oren Cohen, Susan Countryman, Mary Ann Cristobal, Bobbi Croy, Suzanne Dale, Hrushikesh Deshmukh, Amanda Douglas, Vincent Drouillon, Marcia Eisenberg, Howard Engler, Rama Ghatti, Prashant Gupta, Susan Hicks, Jake Humphrey, Lax Iyer, Lisa Pfefferle, Manoj Jain, Matthew Robinson, Mohan Kolli, Brian Krueger, Tim Kuphal, Stanley Letovsky, Michael Levandoski, Craig Lukasik, Jonathan Meltzer, Brian Norvell, Mindy Nye, Scott Parker, Christos Petropoulos, John Pruitt, Steven Ragan, Scott Ryan, Mike Sapeta, Jana Schroth, Suresh Babu Selvaraju, Goran Stevovic, Amanda Suchanek, Andrea Throop, Lyndon Tilson, Thomas Urban, Joe Voshell, Kimberly Wagner, Jonathan Williams, Mary Williamson, Qian Zeng, Tricia Zwiefelhofer, Clinton R. Paden, Duncan MacCannell"	"Laboratory Corporation of America"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430727"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Minoo Agarwal, Eyad Almasri, Debbie Boles, Ayla Burns, Nuthawin Charoensri, Oren Cohen, Susan Countryman, Mary Ann Cristobal, Bobbi Croy, Suzanne Dale, Hrushikesh Deshmukh, Amanda Douglas, Vincent Drouillon, Marcia Eisenberg, Howard Engler, Rama Ghatti, Prashant Gupta, Susan Hicks, Jake Humphrey, Lax Iyer, Lisa Pfefferle, Manoj Jain, Matthew Robinson, Mohan Kolli, Brian Krueger, Tim Kuphal, Stanley Letovsky, Michael Levandoski, Craig Lukasik, Jonathan Meltzer, Brian Norvell, Mindy Nye, Scott Parker, Christos Petropoulos, John Pruitt, Steven Ragan, Scott Ryan, Mike Sapeta, Jana Schroth, Suresh Babu Selvaraju, Goran Stevovic, Amanda Suchanek, Andrea Throop, Lyndon Tilson, Thomas Urban, Joe Voshell, Kimberly Wagner, Jonathan Williams, Mary Williamson, Qian Zeng, Tricia Zwiefelhofer, Clinton R. Paden, Duncan MacCannell"	"Laboratory Corporation of America"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430731"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Minoo Agarwal, Eyad Almasri, Debbie Boles, Ayla Burns, Nuthawin Charoensri, Oren Cohen, Susan Countryman, Mary Ann Cristobal, Bobbi Croy, Suzanne Dale, Hrushikesh Deshmukh, Amanda Douglas, Vincent Drouillon, Marcia Eisenberg, Howard Engler, Rama Ghatti, Prashant Gupta, Susan Hicks, Jake Humphrey, Lax Iyer, Lisa Pfefferle, Manoj Jain, Matthew Robinson, Mohan Kolli, Brian Krueger, Tim Kuphal, Stanley Letovsky, Michael Levandoski, Craig Lukasik, Jonathan Meltzer, Brian Norvell, Mindy Nye, Scott Parker, Christos Petropoulos, John Pruitt, Steven Ragan, Scott Ryan, Mike Sapeta, Jana Schroth, Suresh Babu Selvaraju, Goran Stevovic, Amanda Suchanek, Andrea Throop, Lyndon Tilson, Thomas Urban, Joe Voshell, Kimberly Wagner, Jonathan Williams, Mary Williamson, Qian Zeng, Tricia Zwiefelhofer, Clinton R. Paden, Duncan MacCannell"	"Laboratory Corporation of America"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_3430750"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, Minoo Agarwal, Eyad Almasri, Debbie Boles, Ayla Burns, Nuthawin Charoensri, Oren Cohen, Susan Countryman, Mary Ann Cristobal, Bobbi Croy, Suzanne Dale, Hrushikesh Deshmukh, Amanda Douglas, Vincent Drouillon, Marcia Eisenberg, Howard Engler, Rama Ghatti, Prashant Gupta, Susan Hicks, Jake Humphrey, Lax Iyer, Lisa Pfefferle, Manoj Jain, Matthew Robinson, Mohan Kolli, Brian Krueger, Tim Kuphal, Stanley Letovsky, Michael Levandoski, Craig Lukasik, Jonathan Meltzer, Brian Norvell, Mindy Nye, Scott Parker, Christos Petropoulos, John Pruitt, Steven Ragan, Scott Ryan, Mike Sapeta, Jana Schroth, Suresh Babu Selvaraju, Goran Stevovic, Amanda Suchanek, Andrea Throop, Lyndon Tilson, Thomas Urban, Joe Voshell, Kimberly Wagner, Jonathan Williams, Mary Williamson, Qian Zeng, Tricia Zwiefelhofer, Clinton R. Paden, Duncan MacCannell"	"Laboratory Corporation of America"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
